-1.677,3.849
2.416,1.018
3.852,1.100
0.952,2.546
-1.064,1.743
0.075,3.489
-2.507,4.283
-2.957,0.996
1.580,1.114
-2.614,3.221
1.303,2.464
1.222,1.706
1.825,1.383
0.365,1.686
1.676,2.630
-2.527,1.364
0.406,2.396
-0.096,2.743
3.731,1.715
1.739,0.686
1.461,1.339
3.558,2.144
-1.667,3.072
4.402,2.403
-3.989,1.271
2.660,3.997
2.462,3.447
-0.299,2.779
0.540,1.605
0.658,1.164
2.505,4.870
2.124,2.684
0.518,1.402
1.675,2.470
0.037,1.452
-0.111,2.780
2.443,0.787
2.989,-0.804
-3.709,2.418
3.472,4.644
1.496,0.921
1.735,3.457
2.132,2.114
1.863,3.591
3.556,1.717
1.036,0.426
5.839,2.061
0.648,2.259
-3.001,2.967
-2.254,4.166
-0.149,2.629
-1.899,1.311
4.676,5.085
-3.147,1.775
3.875,2.321
3.246,0.788
0.673,1.186
1.391,2.846
2.208,2.919
3.639,3.079
3.004,2.467
-0.717,2.452
5.373,1.225
3.440,2.132
2.675,2.118
0.183,2.812
2.264,2.134
-1.217,1.482
-1.306,2.207
1.642,1.728
2.019,-0.441
-1.545,1.558
0.646,2.024
4.068,-0.141
2.374,0.340
0.092,1.365
-0.075,1.664
3.864,2.150
1.078,-0.297
2.606,0.875
-0.325,4.637
3.805,3.620
-0.546,0.258
-1.322,2.604
3.497,2.073
-2.440,2.518
2.833,2.375
-1.968,2.983
-0.363,2.902
0.394,1.537
-1.779,2.240
3.704,0.151
1.614,2.601
0.983,0.476
4.586,2.039
3.255,4.171
-0.396,1.674
1.248,1.098
-3.214,2.133
3.226,3.725
1.034,1.825
3.548,3.347
1.248,0.434
-2.030,3.261
0.334,0.545
-1.413,1.039
-0.218,1.393
2.825,0.517
2.057,1.953
5.426,2.988
0.744,0.203
2.759,2.107
2.239,1.850
-1.817,0.604
-0.808,1.137
-2.497,1.694
-1.661,1.085
3.467,1.576
-1.813,0.822
1.826,2.848
2.893,1.836
-2.423,2.144
3.370,1.376
-1.391,2.603
5.886,2.112
-0.714,1.843
1.651,0.861
-1.795,0.471
1.539,2.316
0.743,0.815
1.273,2.828
-0.517,0.933
1.155,4.338
1.481,2.031
0.037,0.442
6.556,1.607
3.565,2.053
3.689,2.896
-2.524,1.893
2.407,3.369
0.876,2.831
-1.812,2.360
0.632,1.297
-0.064,1.541
-0.132,0.570
0.156,1.649
-2.203,3.137
0.316,1.841
2.874,0.434
0.765,-0.512
1.543,3.818
0.303,2.017
1.407,0.933
0.377,3.679
-0.279,4.748
3.536,1.993
0.646,1.501
0.749,2.383
1.492,2.299
0.832,3.102
0.861,2.116
5.243,0.867
1.811,4.087
3.119,1.343
0.863,2.074
3.446,1.272
-2.037,2.359
0.405,1.573
1.762,2.669
1.069,-0.116
0.953,3.540
1.091,2.547
3.605,3.178
-0.786,1.230
0.723,1.509
2.835,3.959
0.096,0.987
-1.929,1.129
-1.589,1.559
-1.742,0.360
-2.276,2.489
-1.234,0.297
3.577,1.972
-0.897,2.137
-0.354,2.635
-0.050,5.200
-0.563,2.703
1.842,1.378
-2.376,2.283
2.150,0.787
6.111,1.007
0.141,0.898
2.460,1.471
0.969,-0.663
-5.091,3.631
-0.102,0.788
0.359,1.701
4.593,2.312
0.346,0.326
1.099,1.920
2.214,2.924
1.570,0.589
0.682,2.788
2.088,1.599
1.043,2.843
3.064,0.497
1.616,1.279
0.631,0.002
3.215,1.821
-0.164,2.514
0.440,0.850
-1.469,1.722
4.095,3.879
2.997,2.601
1.778,2.027
1.336,0.848
-2.300,2.370
-5.218,2.932
4.120,0.620
2.648,2.211
2.383,1.953
0.601,1.137
-1.610,1.902
2.240,1.553
3.384,2.507
-0.286,2.224
0.004,0.981
2.743,2.002
2.305,2.872
-1.308,1.451
-0.390,1.842
1.609,2.356
-0.418,2.912
-0.720,2.270
2.083,1.156
-2.426,2.146
2.133,1.230
0.750,3.043
2.350,3.612
0.480,1.333
-0.736,2.411
-0.112,2.571
0.015,2.292
-0.987,0.867
1.763,3.116
1.282,1.221
-1.415,0.811
-1.095,-0.142
5.155,1.150
-0.068,2.224
2.122,4.167
3.518,1.947
-0.700,1.662
4.927,3.194
-0.938,2.166
2.664,2.162
-1.149,3.111
3.232,0.379
3.750,2.082
0.564,3.270
1.880,1.966
3.253,1.672
2.289,2.164
-1.605,0.890
1.395,0.284
0.653,2.245
3.257,0.987
-1.175,2.823
2.250,1.945
6.905,0.938
-0.540,0.175
1.614,1.394
4.469,2.993
0.859,1.254
2.188,1.073
4.881,1.490
-1.124,1.323
1.488,2.169
-0.444,1.252
0.087,3.107
4.346,3.118
1.651,2.489
1.571,2.208
2.807,1.859
-1.445,3.207
-0.440,2.389
4.127,0.608
1.439,2.776
1.218,1.083
4.248,2.473
-1.391,2.154
0.424,1.055
-1.361,1.578
3.389,1.958
-0.987,0.863
0.764,0.421
1.674,0.433
3.646,3.313
2.277,1.775
2.547,0.748
-0.419,2.147
2.450,0.955
2.536,2.338
0.195,3.279
2.415,1.427
-0.557,1.444
2.043,2.636
0.494,4.673
2.249,1.039
1.107,2.581
0.182,1.157
2.960,2.885
2.998,2.641
0.758,0.515
1.103,2.414
-0.807,1.221
-1.485,2.984
2.897,1.610
1.699,1.763
4.741,1.160
-2.754,3.095
1.300,1.676
3.530,1.912
0.720,2.966
-0.180,2.697
-0.183,4.079
2.965,1.158
-2.962,3.487
-1.505,2.052
1.198,1.875
2.318,2.673
0.422,2.129
1.918,1.698
-2.048,3.341
0.326,2.946
5.162,1.012
3.713,2.263
1.528,1.360
2.940,3.992
0.354,2.312
0.099,1.309
4.768,3.491
3.258,2.559
-0.794,2.167
2.325,3.224
1.476,2.720
-0.470,2.855
1.786,0.385
-0.365,3.023
3.064,2.056
0.686,4.814
1.096,0.644
-1.286,2.103
2.976,2.618
-1.380,1.715
-0.084,4.269
0.009,2.274
-3.154,1.366
2.197,2.319
5.011,3.725
-0.808,3.044
3.736,1.252
-0.285,3.300
1.797,1.365
4.219,1.218
1.635,1.823
-3.766,1.382
2.022,1.473
1.167,3.477
4.070,3.452
1.824,1.939
4.021,2.256
4.594,1.861
3.309,2.407
0.513,2.730
1.880,1.592
1.573,0.755
-1.196,1.025
0.944,3.741
0.477,0.441
-1.216,4.421
1.166,2.050
4.186,2.573
3.554,1.052
1.985,-0.159
4.397,2.864
3.535,3.292
2.034,1.530
2.102,2.086
-1.315,2.788
2.046,0.916
-2.577,1.916
-1.667,1.569
1.664,1.717
3.147,1.877
3.956,1.489
0.254,-0.573
-0.149,2.951
0.263,2.942
2.581,1.160
-3.565,2.775
2.801,1.079
2.461,1.614
-0.149,1.423
0.092,2.187
-1.290,2.002
0.143,2.589
-0.493,2.759
1.985,2.104
0.185,1.155
4.262,1.339
3.369,2.535
0.843,2.510
1.235,0.490
1.100,1.551
3.621,2.771
3.209,3.357
1.362,2.964
2.031,0.732
-2.538,2.391
1.218,2.304
2.698,2.990
-1.977,3.885
1.203,1.755
3.230,2.730
0.016,2.359
1.415,2.710
-2.856,0.571
-3.559,3.577
1.161,0.478
-0.594,1.184
3.258,1.124
1.264,1.956
-2.881,0.957
0.574,2.166
2.680,3.342
-2.420,1.334
-1.776,2.274
1.734,2.496
2.768,1.520
4.565,3.776
1.680,2.143
2.718,2.419
2.885,3.182
2.169,3.024
-1.768,2.975
0.994,0.754
2.374,1.247
3.299,2.783
3.167,3.748
3.734,1.249
0.604,1.646
2.576,3.817
-1.243,0.208
1.699,1.852
1.185,3.118
-0.797,0.907
2.030,-0.076
-2.091,0.540
0.598,1.595
2.314,-0.227
0.429,1.380
1.712,2.057
3.456,3.074
0.986,1.745
-0.284,1.572
-0.040,1.717
2.417,0.610
1.904,1.353
0.509,2.026
0.736,3.328
-1.525,1.221
-2.269,0.951
-0.716,2.477
-0.208,2.989
3.078,1.789
0.598,1.483
3.377,3.544
4.317,1.969
-0.549,2.585
3.801,3.311
0.148,2.338
-2.161,2.597
1.626,1.594
1.079,2.154
0.650,2.478
-2.665,2.968
8.692,1.283
3.584,1.407
0.408,0.389
1.727,1.250
-0.876,1.213
2.075,1.696
2.721,1.239
1.996,2.935
3.277,1.918
-1.522,2.085
1.450,3.486
-0.228,1.398
2.863,1.291
3.094,-0.290
1.532,2.111
4.084,3.809
1.971,2.007
0.798,3.805
-0.709,1.491
-0.392,1.753
-1.250,-0.662
0.587,2.514
0.530,2.187
2.210,2.607
3.838,1.240
-0.616,1.266
1.093,2.268
1.362,2.519
0.845,1.196
0.917,1.440
-3.597,1.813
1.571,2.219
1.659,2.239
1.563,-0.049
-2.639,0.497
1.797,2.000
3.893,2.922
-0.964,2.016
-0.201,1.241
1.183,0.921
-1.456,1.241
5.086,1.597
5.610,1.556
1.949,2.687
1.064,1.384
0.013,3.014
0.791,0.632
-0.735,1.458
1.134,2.811
0.688,1.643
3.424,0.595
-0.213,1.943
1.667,1.470
0.249,2.742
2.700,2.819
-0.611,3.827
1.289,3.947
0.915,1.923
0.543,1.430
0.618,2.073
2.177,1.719
0.954,0.660
-2.864,3.094
-0.502,2.290
-1.109,1.506
5.085,2.406
1.189,2.261
1.640,1.671
1.939,2.371
-2.341,3.435
-2.395,2.788
-2.235,2.680
-0.596,1.869
3.530,2.653
2.743,1.010
0.526,2.486
-2.558,2.511
-1.290,0.256
2.328,2.434
1.047,0.857
2.702,2.186
-0.989,3.584
0.937,1.514
-0.249,2.420
-0.072,0.148
-4.354,1.635
2.074,1.845
0.134,0.427
0.465,2.870
1.079,2.920
-1.833,3.721
1.140,2.089
1.591,2.159
0.676,2.721
-0.002,0.571
1.968,0.069
4.975,3.836
1.249,2.407
1.778,2.292
-0.087,2.148
1.215,2.292
2.779,1.202
-0.429,2.741
-0.604,1.361
-1.744,2.785
1.460,1.474
-1.271,2.951
0.978,2.525
2.905,0.185
2.881,1.230
2.007,1.657
3.500,0.520
3.697,2.500
0.283,1.132
1.573,3.008
2.193,3.134
0.015,2.629
0.267,2.060
0.953,2.035
2.309,2.718
1.041,1.761
2.075,2.328
-0.682,1.565
2.325,1.127
-0.161,2.848
3.921,0.977
2.298,2.119
4.890,3.344
2.286,4.259
-1.615,0.479
1.429,3.337
-2.579,1.567
0.304,3.638
2.301,1.233
1.324,3.356
3.382,2.011
2.604,2.211
2.433,3.465
1.832,2.763
-1.519,1.607
1.469,1.099
3.820,2.021
0.252,2.219
1.224,1.936
-0.600,2.584
-0.585,1.963
1.651,1.600
1.637,1.355
2.810,2.514
0.988,2.973
0.842,3.011
2.383,1.530
-2.011,-0.289
1.241,1.495
0.245,0.883
-0.291,3.251
2.567,1.611
-0.207,1.547
-2.218,1.719
0.144,1.879
1.557,1.631
1.093,1.394
2.663,0.844
6.026,1.745
1.017,4.142
-0.605,2.078
-0.163,2.790
-1.528,0.803
-1.683,0.811
-0.246,2.924
3.340,1.862
-1.572,1.320
1.635,2.180
2.607,2.184
-1.139,0.954
-1.098,3.625
1.474,2.817
1.293,1.949
-0.800,2.047
2.327,2.633
2.469,0.762
2.160,2.183
-1.635,2.849
-0.100,0.708
3.108,0.732
-0.099,1.990
1.787,2.261
0.597,2.973
2.251,1.436
2.454,1.891
-2.698,3.169
1.558,2.757
-0.140,1.466
3.211,2.334
-1.385,3.456
0.616,3.532
0.770,3.316
-3.144,1.427
2.002,2.116
-0.540,1.324
0.603,0.460
-0.133,3.013
2.342,-0.523
2.699,2.037
-0.726,2.422
2.705,2.232
0.614,1.474
-0.493,1.178
-1.854,2.287
-1.051,2.699
-0.290,1.813
-0.804,2.685
1.256,3.579
-0.398,3.019
-0.200,1.573
0.553,1.965
3.697,1.937
1.028,5.179
1.198,3.132
2.013,2.952
2.542,1.801
-0.305,3.721
0.685,3.304
0.149,2.312
2.418,3.025
-0.309,4.750
3.217,2.575
2.386,3.214
1.148,0.635
4.219,1.679
-2.354,3.121
-0.581,4.556
0.283,2.103
2.302,2.668
-2.824,1.723
2.634,1.848
-1.885,3.054
3.584,1.900
2.648,0.837
3.761,1.131
1.865,1.947
2.496,1.511
2.139,2.953
3.441,0.878
-0.118,3.552
1.737,2.880
1.126,1.084
0.182,1.206
4.219,3.161
0.265,2.562
1.771,1.925
-0.690,2.891
-1.208,1.795
0.349,1.189
4.571,-0.053
5.058,1.795
-2.547,2.134
2.294,2.415
0.016,0.587
-1.526,1.391
-2.720,1.524
2.017,2.521
-2.509,0.614
-2.638,2.103
0.533,2.010
1.574,1.230
-0.319,0.458
-0.579,0.923
1.392,1.904
1.991,0.684
0.434,-0.147
0.608,0.578
-1.413,2.172
-1.528,2.632
3.710,1.420
-1.953,2.309
1.614,3.465
4.168,0.805
-1.048,1.438
-0.897,2.157
0.169,2.563
0.965,2.809
3.123,1.572
3.366,4.279
1.621,2.073
1.094,0.312
0.721,2.281
-0.510,1.539
0.932,2.392
-0.594,3.919
2.801,0.845
-1.454,0.102
-2.750,3.669
-2.061,0.395
1.597,3.398
0.303,3.219
-2.630,2.084
-0.168,0.843
3.806,2.512
2.097,1.433
1.235,2.770
0.250,1.501
0.390,3.040
1.420,2.421
-3.102,2.887
-0.800,2.404
3.079,2.604
0.973,0.371
2.434,1.698
5.950,3.116
1.103,1.941
-0.913,2.172
-1.563,-0.611
2.855,1.360
-0.921,2.904
0.647,1.427
1.296,2.148
4.690,1.864
3.971,2.612
-1.471,2.562
-0.772,3.070
2.382,1.642
2.395,1.733
1.008,3.548
0.805,2.113
2.398,1.791
2.267,3.048
3.222,1.852
0.880,1.680
1.423,0.912
-0.292,0.711
0.334,2.028
2.076,2.655
0.062,1.706
1.307,2.362
-2.608,3.716
1.041,1.254
-1.035,1.126
2.160,0.658
-1.191,1.094
0.856,2.428
3.093,0.979
2.590,3.270
1.081,0.200
2.248,0.788
2.653,0.795
2.863,2.652
0.806,0.793
2.613,3.650
-1.673,1.134
2.179,1.542
-0.136,1.645
-1.465,1.215
-0.287,3.172
-0.085,0.224
-0.254,0.623
-1.223,2.061
0.336,2.288
0.608,1.259
1.458,-0.140
1.361,1.942
2.993,2.439
-2.986,2.791
2.116,3.392
-0.049,0.844
-1.566,1.160
3.086,-0.260
0.965,2.596
5.427,3.871
2.801,2.602
-0.640,2.623
-0.872,1.883
3.354,0.594
-1.830,1.803
-0.195,1.727
0.350,2.202
1.127,0.978
-1.409,1.662
0.701,1.414
-1.279,3.279
-2.354,2.712
-1.707,1.444
1.121,2.707
-0.229,0.242
1.351,1.347
1.676,2.633
2.076,4.800
1.940,1.594
2.171,1.187
0.862,1.400
2.826,2.248
2.969,1.503
1.828,1.270
-2.573,1.844
1.098,2.058
1.201,2.693
3.895,3.923
1.968,3.892
3.068,4.346
3.450,2.772
3.723,3.127
0.231,3.035
0.061,1.137
1.725,3.463
2.353,0.660
5.076,3.391
1.131,2.066
2.008,0.718
2.507,1.838
1.696,1.873
0.061,2.422
2.361,0.358
3.844,-0.203
0.223,3.269
1.260,1.920
0.953,2.061
1.644,0.519
1.866,0.805
1.786,0.918
0.374,1.282
4.081,1.644
-0.457,0.798
3.239,1.784
-1.580,2.021
3.535,2.846
5.100,1.729
1.229,1.944
-0.128,0.931
0.804,1.922
0.444,1.672
2.270,1.832
2.058,1.916
-0.824,1.041
-0.546,0.038
-0.038,1.908
3.272,1.479
0.445,2.124
-1.081,3.491
2.304,1.227
0.852,2.252
-0.726,2.817
1.736,1.757
6.162,1.483
-0.678,2.762
0.977,1.248
0.381,2.405
0.354,3.632
-1.028,2.177
-0.377,1.659
-1.137,3.686
0.910,1.583
-1.517,2.373
-7.056,3.214
2.914,3.179
2.369,2.121
1.463,2.362
-0.116,4.158
2.743,2.023
0.506,2.942
-2.814,3.780
6.715,2.515
-1.070,1.677
0.376,1.309
-0.439,1.840
3.863,2.038
-2.638,1.744
2.764,3.749
-0.762,3.786
-0.121,2.526
2.360,2.794
0.038,1.259
1.261,2.411
-0.459,2.576
3.016,1.663
-0.904,0.935
1.030,2.863
1.055,1.963
-1.477,2.436
-1.111,1.724
-2.335,3.020
1.608,1.650
-0.054,2.178
-0.315,2.861
-0.442,1.480
-2.744,2.379
1.262,3.298
2.534,1.505
-1.457,0.629
-1.575,3.587
3.084,2.376
0.315,2.481
2.219,2.176
0.689,0.584
1.357,1.963
2.518,0.920
1.918,-0.169
-1.172,2.535
2.264,3.017
3.130,2.488
1.205,1.673
1.095,2.448
1.634,4.518
0.774,1.597
2.626,3.760
0.830,2.271
-1.003,2.499
0.219,-0.000
3.367,2.214
-3.346,2.486
1.875,3.068
-2.656,2.029
-0.644,2.852
-1.152,0.575
-0.479,3.143
1.166,3.927
-0.603,0.773
3.552,0.366
0.531,1.409
-0.590,0.421
0.451,2.154
3.955,1.372
0.765,1.965
-1.496,2.198
4.202,1.602
1.302,1.702
2.346,1.161
2.836,2.894
1.846,2.752
0.127,1.526
2.083,2.433
-1.253,1.699
-1.334,1.571
1.046,3.709
-3.384,3.353
-2.445,2.732
-0.507,1.955
3.232,1.566
-1.794,0.519
1.999,2.119
-1.591,3.473
1.617,3.144
-0.233,1.920
-2.120,1.078
-1.180,1.507
1.371,0.829
1.912,2.453
-2.096,1.780
3.443,2.915
2.144,0.315
-0.319,0.517
1.726,2.051
-2.142,2.698
-0.678,-0.774
-2.421,0.782
-1.587,2.122
4.008,0.691
0.718,2.417
3.661,2.168
3.270,-1.138
3.865,2.092
2.178,0.880
1.141,1.234
-1.346,2.222
-1.061,2.358
0.573,2.643
-1.347,0.331
5.783,3.186
0.714,3.330
2.103,2.727
0.425,2.488
-2.025,0.784
2.087,2.838
-0.624,3.303
2.352,2.668
0.159,1.245
2.637,4.304
2.061,4.337
3.671,4.184
0.369,2.173
-0.232,2.273
-2.518,2.272
2.917,2.501
-3.650,2.217
-0.748,2.448
6.440,1.810
0.658,0.844
0.066,3.594
3.609,-0.077
2.787,2.327
1.111,2.327
3.486,2.886
2.831,2.050
-0.931,1.663
1.487,1.537
-1.629,1.645
1.268,1.333
1.964,2.537
3.515,0.888
0.434,1.757
2.035,1.205
1.272,1.333
2.065,1.442
1.727,1.594
1.292,2.606
2.170,0.830
1.597,3.367
-0.940,3.142
3.553,1.178
0.749,2.735
4.900,2.289
1.051,2.522
0.583,0.609
0.308,1.176
3.256,2.266
-0.316,0.820
5.670,2.830
1.646,1.128
-0.240,1.336
-0.757,0.075
2.815,0.234
-0.961,2.514
-0.653,1.981
-0.617,2.133
-0.546,3.334
0.578,1.078
0.976,0.562
3.570,2.027
3.112,2.214
2.031,0.951
0.946,1.618
2.333,2.284
3.703,2.336
-0.957,0.755
-0.205,2.106
3.677,2.615
1.171,1.928
-1.756,2.437
1.877,0.459
1.194,3.062
-1.400,2.313
0.960,-0.152
1.384,2.014
2.155,1.775
2.526,1.474
-0.717,2.141
1.266,1.004
-2.498,3.104
2.805,1.439
-2.190,0.973
-3.557,1.669
3.629,3.329
3.963,1.351
2.450,1.716
-0.824,1.331
-0.968,1.100
3.570,1.309
3.071,1.763
0.920,2.909
1.040,1.634
2.785,2.744
1.396,1.053
-0.241,1.507
2.445,1.475
0.494,0.861
0.976,3.770
0.778,1.900
1.975,4.378
0.545,1.625
-0.043,1.120
0.763,2.268
2.222,1.926
3.340,3.259
3.394,1.006
1.534,1.194
3.414,2.601
-0.018,0.898
2.533,2.168
-0.603,0.630
0.919,1.619
0.997,0.620
-1.925,1.959
4.509,3.385
3.012,2.820
0.931,1.628
4.107,2.007
-4.067,2.151
1.195,1.919
-2.751,2.280
-0.195,2.107
1.468,0.097
0.896,2.188
1.498,1.228
2.935,2.249
0.219,1.873
-1.284,3.124
1.318,3.992
2.909,2.787
-3.334,-0.289
1.593,1.012
-0.611,0.942
2.021,2.867
-0.917,0.243
-0.028,1.360
2.488,4.093
-3.184,3.537
-0.574,2.507
-1.037,2.710
3.280,0.966
2.442,3.562
-3.152,2.430
0.912,0.200
-0.258,1.703
1.452,1.403
-3.146,2.090
-0.152,3.207
0.769,0.888
-2.687,2.309
-0.911,0.325
2.948,1.100
2.715,1.475
1.094,2.565
1.585,3.222
3.340,3.192
2.288,2.013
-0.083,1.358
3.034,2.753
2.057,2.722
3.352,1.480
1.568,3.182
0.944,2.429
1.894,1.808
-1.961,4.137
-1.602,3.326
5.052,1.958
4.266,1.633
-1.164,1.622
1.015,2.027
0.602,1.674
3.533,3.271
1.770,1.604
3.427,2.391
1.283,3.778
0.814,0.414
2.752,3.652
5.424,3.126
0.180,2.253
-1.396,0.741
0.914,2.200
1.706,1.765
-1.479,1.089
-2.832,0.985
0.739,2.664
4.068,0.613
-2.327,1.548
0.657,1.585
0.569,2.645
1.972,0.841
2.023,2.265
3.114,0.702
0.968,4.077
3.665,1.124
2.500,3.317
1.273,1.372
2.180,1.601
2.547,0.918
2.055,3.027
0.438,1.612
2.269,1.641
1.405,2.861
-2.265,0.971
-2.936,3.371
0.759,1.191
-2.754,3.318
2.520,0.833
0.345,1.448
1.014,1.614
2.862,0.458
-1.666,3.986
0.919,1.324
-0.557,3.987
-2.553,0.830
-3.311,2.441
4.170,1.310
0.139,3.322
1.110,3.129
0.966,2.525
2.448,1.158
0.647,0.921
2.148,1.882
3.440,1.429
4.157,1.267
-1.381,2.822
3.613,1.379
1.007,3.211
2.372,1.323
-1.331,2.162
0.558,2.628
0.854,1.291
1.584,1.210
2.032,1.073
0.961,3.427
3.066,1.370
3.658,2.490
0.840,1.572
5.114,0.798
-0.611,0.480
0.809,1.767
1.244,1.223
1.942,0.937
4.288,-0.262
1.427,2.900
5.189,1.576
1.597,0.528
0.182,-0.226
3.508,0.242
3.011,3.564
0.983,1.285
3.953,1.060
3.213,1.333
-1.243,1.823
-3.010,2.132
2.061,2.222
0.556,2.476
0.639,0.826
-0.208,3.496
-0.902,2.306
0.865,2.155
-2.014,2.240
1.920,2.190
-0.823,1.915
1.484,0.334
3.295,1.065
2.328,2.479
0.658,1.335
4.985,1.771
2.034,1.787
3.316,1.658
3.359,2.740
0.095,1.787
-0.938,1.819
3.152,0.593
-3.253,1.555
-0.292,3.849
1.054,2.254
1.673,1.785
0.239,1.560
1.951,3.048
0.561,1.331
0.271,0.055
-0.318,3.179
0.032,2.303
1.254,3.189
4.484,0.800
1.647,2.442
2.662,2.394
1.768,1.514
-1.141,2.752
-0.633,2.472
3.454,2.787
1.967,1.639
2.772,3.915
0.211,2.036
0.490,0.187
-1.346,0.972
4.740,0.877
2.329,1.475
-3.132,1.944
-0.269,0.841
5.523,1.906
2.457,0.903
-1.845,0.895
-2.404,1.224
1.678,2.065
-3.460,2.928
1.872,1.932
1.870,1.025
0.812,2.395
2.441,2.894
1.553,1.837
3.408,2.381
1.846,2.187
2.012,0.835
1.944,2.331
0.773,2.507
0.396,2.017
0.723,3.083
2.786,1.386
-2.332,1.776
5.444,1.720
-3.055,1.658
-0.940,2.342
-3.016,0.226
3.401,2.546
2.448,1.501
0.736,1.740
-0.900,1.584
-1.217,0.611
4.074,1.503
2.001,1.343
1.823,1.799
-1.805,2.443
2.442,3.036
-0.017,3.150
-0.497,3.217
2.917,3.256
0.124,3.487
-0.201,0.910
4.252,2.857
1.214,1.598
0.788,2.953
3.699,2.584
2.176,2.168
0.231,3.152
-2.058,0.726
-1.714,2.060
3.994,3.159
1.005,3.047
